YR,M,D,hh,mm,1MIN,6MIN,ALTERNATE,PREDICTED,RESIDUAL
2011,03,07,22,37,1.05,,,,
2011,03,07,22,38,1.05,,,,
2011,03,07,22,39,1.04,,,,
2011,03,07,22,40,1.04,,,,
2011,03,07,22,41,1.04,,,,
2011,03,07,22,42,1.06,1.05,,,
2011,03,07,22,43,1.05,,,,
2011,03,07,22,44,1.03,,,,
2011,03,07,22,45,1.03,,,,
2011,03,07,22,46,1.02,,,,
2011,03,07,22,47,1.01,,,,
2011,03,07,22,48,1.01,1.00,,,
2011,03,07,22,49,1.01,,,,
2011,03,07,22,50,1.01,,,,
2011,03,07,22,51,1.00,,,,
2011,03,07,22,52,1.03,,,,
2011,03,07,22,53,1.03,,,,
2011,03,07,22,54,1.02,1.02,,,
2011,03,07,22,55,1.00,,,,
2011,03,07,22,56,0.97,,,,
2011,03,07,22,57,0.97,,,,
2011,03,07,22,58,0.97,,,,
2011,03,07,22,59,0.97,,,,
2011,03,07,23,00,0.98,0.97,,,
2011,03,07,23,01,0.96,,,,
2011,03,07,23,02,0.94,,,,
2011,03,07,23,03,0.93,,,,
2011,03,07,23,04,0.94,,,,
2011,03,07,23,05,0.93,,,,
2011,03,07,23,06,0.94,0.93,,,
2011,03,07,23,07,0.94,,,,
2011,03,07,23,08,0.94,,,,
2011,03,07,23,09,0.93,,,,
2011,03,07,23,10,0.91,,,,
2011,03,07,23,11,0.91,,,,
2011,03,07,23,12,0.89,0.90,,,
2011,03,07,23,13,0.89,,,,
2011,03,07,23,14,0.90,,,,
2011,03,07,23,15,0.91,,,,
2011,03,07,23,16,0.89,,,,
2011,03,07,23,17,0.89,,,,
2011,03,07,23,18,0.88,0.88,,,
2011,03,07,23,19,0.87,,,,
2011,03,07,23,20,0.89,,,,
2011,03,07,23,21,0.89,,,,
2011,03,07,23,22,0.87,,,,
2011,03,07,23,23,0.88,,,,
2011,03,07,23,24,0.83,0.86,,,
2011,03,07,23,25,0.84,,,,
2011,03,07,23,26,0.87,,,,
2011,03,07,23,27,0.86,,,,
2011,03,07,23,28,0.83,,,,
2011,03,07,23,29,0.82,,,,
2011,03,07,23,30,0.82,0.83,,,
2011,03,07,23,31,0.82,,,,
2011,03,07,23,32,0.82,,,,
2011,03,07,23,33,0.80,,,,
2011,03,07,23,34,0.81,,,,
2011,03,07,23,35,0.82,,,,
2011,03,07,23,36,0.81,0.81,,,
2011,03,07,23,37,0.79,,,,
2011,03,07,23,38,0.79,,,,
2011,03,07,23,39,0.78,,,,
2011,03,07,23,40,0.80,,,,
2011,03,07,23,41,0.79,,,,
2011,03,07,23,42,0.80,0.79,,,
