YR,M,D,hh,mm,1MIN,6MIN,ALTERNATE,PREDICTED,RESIDUAL
2011,03,07,22,28,1.19,,,,
2011,03,07,22,29,1.19,,,,
2011,03,07,22,30,1.18,1.18,1.18,,
2011,03,07,22,31,1.18,,,,
2011,03,07,22,32,1.17,,,,
2011,03,07,22,33,1.19,,,,
2011,03,07,22,34,1.18,,,,
2011,03,07,22,35,1.18,,,,
2011,03,07,22,36,1.17,1.17,1.17,,
2011,03,07,22,37,1.16,,,,
2011,03,07,22,38,1.17,,,,
2011,03,07,22,39,1.16,,,,
2011,03,07,22,40,1.14,,,,
2011,03,07,22,41,1.16,,,,
2011,03,07,22,42,1.15,1.15,1.15,,
2011,03,07,22,43,1.14,,,,
2011,03,07,22,44,1.14,,,,
2011,03,07,22,45,1.14,,,,
2011,03,07,22,46,1.14,,,,
2011,03,07,22,47,1.13,,,,
2011,03,07,22,48,1.14,1.13,1.13,,
2011,03,07,22,49,1.13,,,,
2011,03,07,22,50,1.13,,,,
2011,03,07,22,51,1.12,,,,
2011,03,07,22,52,1.12,,,,
2011,03,07,22,53,1.11,,,,
2011,03,07,22,54,1.12,1.12,1.13,,
2011,03,07,22,55,1.11,,,,
2011,03,07,22,56,1.11,,,,
2011,03,07,22,57,1.11,,,,
2011,03,07,22,58,1.11,,,,
2011,03,07,22,59,1.10,,,,
2011,03,07,23,00,1.10,1.09,1.10,,
2011,03,07,23,01,1.08,,,,
2011,03,07,23,02,1.09,,,,
2011,03,07,23,03,1.10,,,,
2011,03,07,23,04,1.09,,,,
2011,03,07,23,05,1.08,,,,
2011,03,07,23,06,1.08,1.08,1.07,,
2011,03,07,23,07,1.08,,,,
2011,03,07,23,08,1.06,,,,
2011,03,07,23,09,1.08,,,,
2011,03,07,23,10,1.06,,,,
2011,03,07,23,11,1.07,,,,
2011,03,07,23,12,1.06,1.06,1.07,,
2011,03,07,23,13,1.06,,,,
2011,03,07,23,14,1.06,,,,
2011,03,07,23,15,1.05,,,,
2011,03,07,23,16,1.05,,,,
2011,03,07,23,17,1.05,,,,
2011,03,07,23,18,1.05,1.04,1.04,,
2011,03,07,23,19,1.03,,,,
2011,03,07,23,20,1.04,,,,
2011,03,07,23,21,1.03,,,,
2011,03,07,23,22,1.05,,,,
